section_id,report_id,year,section_index,heading,all_headings_same_start,heading_sources,theme,start_pdf_page,end_pdf_page,word_count,section_text_path
R2017_S007,R2017,2017,7,Datakällor,"1 I detta område ingår evidensbaserad praktik 2 I detta område ingår patientfokuserad hälso- och sjukvård, självbestämmande och integritet. 3 I detta område ingår likvärdig socialtjänst. | Agenda 2030 | Datakällor",toc,metod_indikatorer_och_datakallor,9,9,314,data/corpus_2026/texts/sections/2017/R2017_S007_datakallor.txt
R2017_S008,R2017,2017,8,Aktuell utveckling,Aktuell utveckling | av diabetes och antibiotikabehandling [6]. Kommunerna med högst förväntad | Den åldrande befolkningen,toc,demografi_och_aktuell_utveckling,10,10,312,data/corpus_2026/texts/sections/2017/R2017_S008_aktuell-utveckling.txt
R2017_S009,R2017,2017,9,"För åren 1961–1980 är medelåldern redovisad på tio år, åren1981–2015 redovisas medelåldern på fem år.","För åren 1961–1980 är medelåldern redovisad på tio år, åren1981–2015 redovisas medelåldern på fem år.",toc,ovrigt,11,11,324,data/corpus_2026/texts/sections/2017/R2017_S009_for-aren-19611980-ar-medelaldern-redovisad-pa-tio.txt
R2017_S010,R2017,2017,10,Kommunal hälso- och sjukvård,Kommunal hälso- och sjukvård | Socialtjänstinsatser till äldre personer,toc,kommunal_halso_och_sjukvard,12,12,432,data/corpus_2026/texts/sections/2017/R2017_S010_kommunal-halso-och-sjukvard.txt
R2017_S011,R2017,2017,11,Allt fler får kommunal hälso- och sjukvård,"Allt fler får kommunal hälso- och sjukvård | nerna möjlighet att, efter överenskommelse med landstinget, överta ansvaret för hemsjukvården helt eller delvis (exklusive läkarinsatser) i ordinärt boende.",toc,kommunal_halso_och_sjukvard,13,13,285,data/corpus_2026/texts/sections/2017/R2017_S011_allt-fler-far-kommunal-halso-och-sjukvard.txt
R2017_S012,R2017,2017,12,Hemsjukvård och socialtjänstinsatser,Hemsjukvård och socialtjänstinsatser,toc,omsorgsinsatser_och_boende,14,14,409,data/corpus_2026/texts/sections/2017/R2017_S012_hemsjukvard-och-socialtjanstinsatser.txt
R2017_S013,R2017,2017,13,Hälsofrämjande aktiviteter,äldre och av dessa antal kvinnor. 2013–2015. Källa: Socialstyrelsens register över insatser i kommunal hälso- och sjukvård. | Hälsofrämjande aktiviteter,toc,brukarperspektiv_och_kvalitet,15,15,457,data/corpus_2026/texts/sections/2017/R2017_S013_halsoframjande-aktiviteter.txt
R2017_S014,R2017,2017,14,Förebygga fallolyckor,Bemanning inom äldreomsorgen | Förebygga fallolyckor,toc,lakemedel_och_patientsakerhet,16,16,443,data/corpus_2026/texts/sections/2017/R2017_S014_forebygga-fallolyckor.txt
R2017_S015,R2017,2017,15,tillhandahålla tillgång till rättvisa för alla samt bygga upp effektiva och inkluderande institutioner med ansvarsutkrävande på alla nivåer och mål,tillhandahålla tillgång till rättvisa för alla samt bygga upp effektiva och inkluderande institutioner med ansvarsutkrävande på alla nivåer och mål,toc,ovrigt,17,17,431,data/corpus_2026/texts/sections/2017/R2017_S015_tillhandahalla-tillgang-till-rattvisa-for-alla-sam.txt
R2017_S016,R2017,2017,16,Äldre och alkohol,Äldre och alkohol,toc,psykisk_halsa_ensamhet_alkohol,18,21,1223,data/corpus_2026/texts/sections/2017/R2017_S016_aldre-och-alkohol.txt
R2017_S017,R2017,2017,17,Självmord är vanligare bland män än bland kvinnor,Självmord är vanligare bland män än bland kvinnor,toc,psykisk_halsa_ensamhet_alkohol,22,22,221,data/corpus_2026/texts/sections/2017/R2017_S017_sjalvmord-ar-vanligare-bland-man-an-bland-kvinnor.txt
R2017_S018,R2017,2017,18,Olika boenden för äldre,Olika boenden för äldre,toc,ovrigt,23,23,431,data/corpus_2026/texts/sections/2017/R2017_S018_olika-boenden-for-aldre.txt
R2017_S019,R2017,2017,19,Väntetiden till särskilt boende har ökat,Väntetiden till särskilt boende har ökat,toc,omsorgsinsatser_och_boende,24,24,387,data/corpus_2026/texts/sections/2017/R2017_S019_vantetiden-till-sarskilt-boende-har-okat.txt
R2017_S020,R2017,2017,20,Bostadstillägg för pensionärer,Bostadstillägg för pensionärer,toc,ovrigt,25,26,335,data/corpus_2026/texts/sections/2017/R2017_S020_bostadstillagg-for-pensionarer.txt
R2017_S021,R2017,2017,21,Resurser för vård och omsorg,Kostnader för vård och omsorg om äldre | Resurser för vård och omsorg,toc,personal_kompetens_och_resurser,27,27,488,data/corpus_2026/texts/sections/2017/R2017_S021_resurser-for-vard-och-omsorg.txt
R2017_S022,R2017,2017,22,Äldreomsorgens effektivitet,Äldreomsorgens effektivitet,toc,ovrigt,28,28,308,data/corpus_2026/texts/sections/2017/R2017_S022_aldreomsorgens-effektivitet.txt
R2017_S023,R2017,2017,23,Stora kostnader för fallskador,Stora kostnader för fallskador,toc,lakemedel_och_patientsakerhet,29,29,458,data/corpus_2026/texts/sections/2017/R2017_S023_stora-kostnader-for-fallskador.txt
R2017_S024,R2017,2017,24,Nationell statistik över personal i äldreomsorgen,Nationell statistik över personal i äldreomsorgen,toc,personal_kompetens_och_resurser,30,31,877,data/corpus_2026/texts/sections/2017/R2017_S024_nationell-statistik-over-personal-i-aldreomsorgen.txt
R2017_S025,R2017,2017,25,Kompetensförsörjningen inom vården och omsorgen om äldre – en förstudie,Kompetensförsörjningen inom vården och omsorgen om äldre – en förstudie,toc,personal_kompetens_och_resurser,32,33,733,data/corpus_2026/texts/sections/2017/R2017_S025_kompetensforsorjningen-inom-varden-och-omsorgen-om.txt
R2017_S026,R2017,2017,26,Kunskapsbaserad vård och omsorg,Äldre förskrivs färre olämpliga läkemedel | Kunskapsbaserad vård och omsorg,toc,ovrigt,34,34,315,data/corpus_2026/texts/sections/2017/R2017_S026_kunskapsbaserad-vard-och-omsorg.txt
R2017_S027,R2017,2017,27,Många problem med äldres läkemedelsanvändning kvarstår,Många problem med äldres läkemedelsanvändning kvarstår,toc,lakemedel_och_patientsakerhet,35,36,744,data/corpus_2026/texts/sections/2017/R2017_S027_manga-problem-med-aldres-lakemedelsanvandning-kvar.txt
R2017_S028,R2017,2017,28,Fortsatt många äldre tar läkemedel som kan ge muntorrhet,Fortsatt många äldre tar läkemedel som kan ge muntorrhet,toc,lakemedel_och_patientsakerhet,37,38,754,data/corpus_2026/texts/sections/2017/R2017_S028_fortsatt-manga-aldre-tar-lakemedel-som-kan-ge-munt.txt
R2017_S029,R2017,2017,29,Tandhälsa bland äldre,Tandhälsa bland äldre,toc,ovrigt,39,39,366,data/corpus_2026/texts/sections/2017/R2017_S029_tandhalsa-bland-aldre.txt
R2017_S030,R2017,2017,30,Åtgärder vid nedsatt munhälsa,Åtgärder vid nedsatt munhälsa,toc,munhalsa_och_tandvard,40,40,378,data/corpus_2026/texts/sections/2017/R2017_S030_atgarder-vid-nedsatt-munhalsa.txt
R2017_S031,R2017,2017,31,Nationella riktlinjer,Blåsdysfunktion är ett folkhälsoproblem | Nationella riktlinjer,toc,ovrigt,41,43,1338,data/corpus_2026/texts/sections/2017/R2017_S031_nationella-riktlinjer.txt
R2017_S032,R2017,2017,32,En lyckad kompetenssatsning,En lyckad kompetenssatsning | Tvångs- och begränsningsåtgärder kan undvikas och förebyggas,toc,personal_kompetens_och_resurser,44,44,336,data/corpus_2026/texts/sections/2017/R2017_S032_en-lyckad-kompetenssatsning.txt
R2017_S033,R2017,2017,33,Flera utbildningssatsningar under 2016,Flera utbildningssatsningar under 2016,toc,ovrigt,45,45,293,data/corpus_2026/texts/sections/2017/R2017_S033_flera-utbildningssatsningar-under-2016.txt
R2017_S034,R2017,2017,34,Säker vård och omsorg,Från samverkan till samordnad vård och omsorg | Säker vård och omsorg,toc,ovrigt,46,47,809,data/corpus_2026/texts/sections/2017/R2017_S034_saker-vard-och-omsorg.txt
R2017_S035,R2017,2017,35,En utmaning att samordna insatser,En utmaning att samordna insatser,toc,jamlikhet_och_minoritetsperspektiv,48,48,391,data/corpus_2026/texts/sections/2017/R2017_S035_en-utmaning-att-samordna-insatser.txt
R2017_S036,R2017,2017,36,Samordnad individuell plan,Från Äldres behov i centrum till Individens behov i centrum | Samordnad individuell plan,toc,sammanhallen_vard_och_samverkan,49,49,433,data/corpus_2026/texts/sections/2017/R2017_S036_samordnad-individuell-plan.txt
R2017_S037,R2017,2017,37,Personalkontinuitet i hemtjänsten,Personalkontinuitet i hemtjänsten | Systematisk uppföljning på gruppnivå,toc,omsorgsinsatser_och_boende,50,50,310,data/corpus_2026/texts/sections/2017/R2017_S037_personalkontinuitet-i-hemtjansten.txt
R2017_S038,R2017,2017,38,Vårdrelaterade infektioner och antibiotikaanvändning inom särskilt boende,Vårdrelaterade infektioner och antibiotikaanvändning inom särskilt boende,toc,omsorgsinsatser_och_boende,51,51,302,data/corpus_2026/texts/sections/2017/R2017_S038_vardrelaterade-infektioner-och-antibiotikaanvandni.txt
R2017_S039,R2017,2017,39,Basala hygienrutiner och klädregler omfattar fler verksamheter,Basala hygienrutiner och klädregler omfattar fler verksamheter,toc,ovrigt,52,52,455,data/corpus_2026/texts/sections/2017/R2017_S039_basala-hygienrutiner-och-kladregler-omfattar-fler.txt
R2017_S040,R2017,2017,40,Äldres behov tillgodoses inte alltid,Äldres behov tillgodoses inte alltid,toc,ovrigt,53,56,1136,data/corpus_2026/texts/sections/2017/R2017_S040_aldres-behov-tillgodoses-inte-alltid.txt
R2017_S041,R2017,2017,41,Jämlik vård och omsorg,Brister i rapporteringen om äldres tandhälsa och nödvändig tandvård | Jämlik vård och omsorg | Översyn av särskilt tandvårdsbidrag och tandvård till hälso- och sjukvårdsavgift,toc,jamlikhet_och_minoritetsperspektiv,57,57,386,data/corpus_2026/texts/sections/2017/R2017_S041_jamlik-vard-och-omsorg.txt
R2017_S042,R2017,2017,42,Minoritetsspråk i äldreomsorgen,Minoritetsspråk i äldreomsorgen,toc,jamlikhet_och_minoritetsperspektiv,58,58,453,data/corpus_2026/texts/sections/2017/R2017_S042_minoritetssprak-i-aldreomsorgen.txt
R2017_S043,R2017,2017,43,Andelen utrikesfödda äldre ökar,Andelen utrikesfödda äldre ökar,toc,jamlikhet_och_minoritetsperspektiv,59,60,516,data/corpus_2026/texts/sections/2017/R2017_S043_andelen-utrikesfodda-aldre-okar.txt
R2017_S044,R2017,2017,44,Brist på kvalificerade tolkar hotar patientsäkerhet och personlig integritet,Brist på kvalificerade tolkar hotar patientsäkerhet och personlig integritet,toc,lakemedel_och_patientsakerhet,61,61,460,data/corpus_2026/texts/sections/2017/R2017_S044_brist-pa-kvalificerade-tolkar-hotar-patientsakerhe.txt
R2017_S045,R2017,2017,45,Stöd till anhöriga,Stöd till anhöriga | Tandvårdsstödet missar äldre med låg inkomst | Tillgänglig vård och omsorg,toc,ovrigt,62,62,400,data/corpus_2026/texts/sections/2017/R2017_S045_stod-till-anhoriga.txt
R2017_S046,R2017,2017,46,Vägledning för anhörigstöd,Vägledning för anhörigstöd,toc,ovrigt,63,63,421,data/corpus_2026/texts/sections/2017/R2017_S046_vagledning-for-anhorigstod.txt
R2017_S047,R2017,2017,47,Palliativ vård behöver bli bättre,Palliativ vård behöver bli bättre,toc,kommunal_halso_och_sjukvard,64,64,427,data/corpus_2026/texts/sections/2017/R2017_S047_palliativ-vard-behover-bli-battre.txt
R2017_S048,R2017,2017,48,"under samma tidsperiod, vilket framgår av figur 1. Dock kvarstår skillnaden mellan könen och kvinnor förväntas leva nästan tre år längre än män vid","under samma tidsperiod, vilket framgår av figur 1. Dock kvarstår skillnaden mellan könen och kvinnor förväntas leva nästan tre år längre än män vid",toc,jamlikhet_och_minoritetsperspektiv,65,65,455,data/corpus_2026/texts/sections/2017/R2017_S048_under-samma-tidsperiod-vilket-framgar-av-figur-1-d.txt
R2017_S049,R2017,2017,49,Avstått läkemedel eftersom de inte haft råd,Äldre fortsätter få vänta länge på landets akutmottagningar | Avstått läkemedel eftersom de inte haft råd,toc,lakemedel_och_patientsakerhet,66,66,440,data/corpus_2026/texts/sections/2017/R2017_S049_avstatt-lakemedel-eftersom-de-inte-haft-rad.txt
R2017_S050,R2017,2017,50,Allt vanligare med välfärdsteknik inom äldreomsorgen,Allt vanligare med välfärdsteknik inom äldreomsorgen,toc,digitalisering_och_valfardsteknik,67,73,2525,data/corpus_2026/texts/sections/2017/R2017_S050_allt-vanligare-med-valfardsteknik-inom-aldreomsorg.txt
R2018_S001,R2018,2018,1,"fattning om kvaliteten i hemtjänst och särskilt boende – Så tycker de äldre 10 VÅRD OCH OMSORG OM ÄLDRE om äldreomsorgen 2017. Den visade bland annat att många äldre inte upp- lever måltiden som en trevlig stund på dagen, vilket anknyter till mål","fattning om kvaliteten i hemtjänst och särskilt boende – Så tycker de äldre 10 VÅRD OCH OMSORG OM ÄLDRE om äldreomsorgen 2017. Den visade bland annat att många äldre inte upp- lever måltiden som en trevlig stund på dagen, vilket anknyter till mål",toc,omsorgsinsatser_och_boende,4,4,66,data/corpus_2026/texts/sections/2018/R2018_S001_fattning-om-kvaliteten-i-hemtjanst-och-sarskilt-bo.txt
R2018_S002,R2018,2018,2,Även avseende tandvården har Sverige starka resultat jämfört med de andra länderna – sju procent har avstått från tandvård på grund av kostnaden.,Även avseende tandvården har Sverige starka resultat jämfört med de andra länderna – sju procent har avstått från tandvård på grund av kostnaden.,toc,munhalsa_och_tandvard,5,6,79,data/corpus_2026/texts/sections/2018/R2018_S002_aven-avseende-tandvarden-har-sverige-starka-result.txt
R2018_S003,R2018,2018,3,Aktuell utveckling,Aktuell utveckling | Äldre förskrivs färre olämpliga läkemedel | Allt fler äldre personer vårdas på grund av alkoholmissbruk | Bemanning inom äldreomsorgen | Boendesituation för äldre | Brott mot äldre behöver förebyggas och upptäckas | Få har avstått från vård på grund av kostnader | Hälsosamt åldrande – och ohälsosamma levnadsvanor bland äldre | Kommunal hälso- och sjukvård | Kostnader för vård och omsorg om äldre | Kunskapsbaserad vård och omsorg | Medellivslängden i Sverige är bland de högsta i EU | Ny version av indikatorer för god läkemedelsterapi hos äldre | Ojämn utveckling av e-hälsa och välfärdsteknik i kommunerna | Personalförsörjning | Professionsmiljarden 2016 – satsning för att stärka hälso- och sjukvården | Resurser för vård och omsorg | Sammanfattande iakttagelser | Socialtjänstinsatser till äldre personer | Suicid bland äldre | Tandvård och tandhälsa,xlsx_heading_search,demografi_och_aktuell_utveckling,7,7,226,data/corpus_2026/texts/sections/2018/R2018_S003_aktuell-utveckling.txt
R2018_S004,R2018,2018,4,Säker vård och omsorg,Äldre fortsätter vänta länge på landets akutmottagningar | Äldres internetanvändning | Anmälningar och klagomål inom vården och omsorgen om äldre | Är kvinnor mindre nöjda med sin vård och omsorg? | Behov av att inkludera transperspektiv i vård och omsorg om äldre | Ett första steg mot en nationell demensstrategi | Ett samlat stöd inom patientsäkerhet | Evidensbaserad praktik i socialtjänsten | Fast vårdkontakt och samordnad individuell plan | Flera nya nationella riktlinjer | Individens behov i centrum inom äldreomsorgen | Insatser för att undvika undernäring hos äldre | Jämlik vård och omsorg | Mer forskning inom äldreområdet behövs | Nationella minoriteter – språk och kultur i äldreomsorg | Nationella riktlinjer för vård och omsorg vid demenssjukdom | Nya regler om företrädarskap | Ökning av andelen utrikesfödda personer 65 år och äldre | Palliativ vård behöver bli bättre och mer jämlik | Personalkontinuitet i hemtjänsten | Säker vård och omsorg | Säkerhet och trygghet för äldre personer | Socialstyrelsens nationella förskrivarstöd inom hjälpmedelsområdet | Stöd för äldre med nedsatt beslutsförmåga att uttrycka sin vilja | Stöd till yrkesintroduktion för baspersonal | Tillgänglig vård och omsorg | Utskrivningsklara personer i behov av kommunala insatser,xlsx_heading_search,ovrigt,8,8,219,data/corpus_2026/texts/sections/2018/R2018_S004_saker-vard-och-omsorg.txt
R2018_S005,R2018,2018,5,Hemlösheten ökar bland personer som är 65 år eller äldre,Allt fler äldre får hemsjukvård och insatser från socialtjänsten | De flesta äldre med äldreomsorg är nöjda med vården och omsorgen | Hemlösheten ökar bland personer som är 65 år eller äldre | Sammanfattning,toc,ovrigt,9,9,327,data/corpus_2026/texts/sections/2018/R2018_S005_hemlosheten-okar-bland-personer-som-ar-65-ar-eller.txt
R2018_S006,R2018,2018,6,Förändringar i behandling av smärta hos äldre,Förändringar i behandling av smärta hos äldre | Fortsatt långa väntetider för äldre på landets akutmottagningar | Helhetssyn saknas för äldre med missbruksproblem | Ojämn utveckling av e-hälsa och välfärdsteknik i kommunerna,toc,ovrigt,10,10,354,data/corpus_2026/texts/sections/2018/R2018_S006_forandringar-i-behandling-av-smarta-hos-aldre.txt
R2018_S007,R2018,2018,7,enden.,Agenda 2030 | enden. | God vård och omsorg | Inledning | Rapportens upplägg,toc,ovrigt,11,11,382,data/corpus_2026/texts/sections/2018/R2018_S007_enden.txt
R2018_S008,R2018,2018,8,Daglig tobaksrökning 8,Daglig tobaksrökning 8 | Datakällor som använts för att ta fram rapporten,toc,ovrigt,12,12,251,data/corpus_2026/texts/sections/2018/R2018_S008_daglig-tobaksrokning-8.txt
